"Falaferia";"2013-01-01 05:56:29";"379500"
"Falaferia";"2013-01-01 06:30:45";"691000"
"Porahi";"2013-01-01 06:31:07";"316000"
"Replay";"2013-01-01 06:40:47";"215500"
"Porahi";"2013-01-01 06:42:47";"594000"
"Porahi";"2013-01-01 06:45:16";"453000"
"Replay";"2013-01-01 06:51:41";"733500"
"CencoSux";"2013-01-01 06:55:43";"482500"
"Porahi";"2013-01-01 07:00:07";"296000"
"CencoSux";"2013-01-01 07:03:20";"120500"
"CencoSux";"2013-01-01 07:12:09";"421000"
"CencoSux";"2013-01-01 07:14:19";"124500"
"Falaferia";"2013-01-01 07:18:40";"477500"
"Falaferia";"2013-01-01 07:26:05";"652500"
"Replay";"2013-01-01 07:29:38";"682500"
"Porahi";"2013-01-01 07:30:13";"359500"
"Falaferia";"2013-01-01 07:41:56";"399000"
"Porahi";"2013-01-01 07:45:33";"197000"
"CencoSux";"2013-01-01 07:51:57";"230000"
"Falaferia";"2013-01-01 07:59:39";"500500"
"Falaferia";"2013-01-01 08:01:57";"294000"
"Replay";"2013-01-01 08:03:48";"638500"
"CencoSux";"2013-01-01 08:12:48";"318000"
"Replay";"2013-01-01 08:17:39";"564000"
"Falaferia";"2013-01-01 08:19:23";"389000"
"Replay";"2013-01-01 08:19:30";"335500"
"Porahi";"2013-01-01 08:29:23";"131500"
"Porahi";"2013-01-01 08:36:47";"744500"
"Replay";"2013-01-01 08:40:34";"659000"
"Porahi";"2013-01-01 08:43:03";"74000"
"Falaferia";"2013-01-01 08:46:51";"398000"
"Replay";"2013-01-01 08:55:27";"250000"
"Falaferia";"2013-01-01 09:04:04";"311000"
"Replay";"2013-01-01 09:17:05";"198000"
"CencoSux";"2013-01-01 09:22:17";"109000"
"Falaferia";"2013-01-01 09:33:57";"39500"
"Porahi";"2013-01-01 09:44:51";"650000"
"Falaferia";"2013-01-01 10:10:30";"166500"
"Falaferia";"2013-01-01 10:15:05";"178000"
"Porahi";"2013-01-01 10:17:17";"164000"
"Porahi";"2013-01-01 10:26:08";"226000"
"Replay";"2013-01-01 10:27:23";"417500"
"CencoSux";"2013-01-01 10:31:12";"118000"
"Falaferia";"2013-01-01 10:34:56";"484000"
"CencoSux";"2013-01-01 10:39:33";"428000"
"Replay";"2013-01-01 10:45:48";"681000"
"Falaferia";"2013-01-01 10:57:26";"620000"
"Replay";"2013-01-01 10:59:53";"593500"
"CencoSux";"2013-01-01 11:01:19";"164000"
"Falaferia";"2013-01-01 11:08:41";"46000"
"Porahi";"2013-01-01 11:23:34";"189000"
"CencoSux";"2013-01-01 11:36:27";"720500"
"Porahi";"2013-01-01 11:38:18";"581500"
"Falaferia";"2013-01-01 11:40:27";"537500"
"Falaferia";"2013-01-01 11:40:45";"132500"
"Falaferia";"2013-01-01 11:43:52";"681000"
"Porahi";"2013-01-01 11:45:43";"77000"
"Falaferia";"2013-01-01 11:49:51";"696000"
"Replay";"2013-01-01 11:52:44";"322000"
"Porahi";"2013-01-01 11:53:39";"517500"
"Falaferia";"2013-01-01 11:54:33";"332000"
"CencoSux";"2013-01-01 12:08:22";"443000"
"Porahi";"2013-01-01 12:10:54";"126000"
"Replay";"2013-01-01 12:36:51";"194500"
"Falaferia";"2013-01-01 12:37:28";"38500"
"Replay";"2013-01-01 12:39:23";"328500"
"Replay";"2013-01-01 12:48:34";"146500"
"Replay";"2013-01-01 12:53:24";"264500"
"CencoSux";"2013-01-01 12:54:05";"462000"
"Replay";"2013-01-01 13:17:03";"548500"
"CencoSux";"2013-01-01 13:29:20";"714500"
"Falaferia";"2013-01-01 13:43:57";"613500"
"Replay";"2013-01-01 13:45:34";"485500"
"CencoSux";"2013-01-01 13:48:38";"117500"
"Falaferia";"2013-01-01 13:54:58";"122000"
"Falaferia";"2013-01-01 14:02:05";"99500"
"Replay";"2013-01-01 14:16:56";"728000"
"Replay";"2013-01-01 14:26:12";"336500"
"Falaferia";"2013-01-01 14:26:43";"653500"
"Replay";"2013-01-01 14:34:46";"461000"
"CencoSux";"2013-01-01 14:38:37";"190000"
"Replay";"2013-01-01 14:39:14";"389500"
"Porahi";"2013-01-01 14:41:15";"745000"
"Replay";"2013-01-01 15:03:21";"404000"
"Porahi";"2013-01-01 15:03:39";"475000"
"Replay";"2013-01-01 15:07:13";"603000"
"Falaferia";"2013-01-01 15:11:03";"139000"
"Falaferia";"2013-01-01 15:13:05";"82500"
"Replay";"2013-01-01 15:13:58";"320500"
"Falaferia";"2013-01-01 15:18:01";"402000"
"Porahi";"2013-01-01 15:19:16";"597000"
"Porahi";"2013-01-01 15:24:33";"124500"
"Replay";"2013-01-01 15:24:39";"644000"
"Porahi";"2013-01-01 15:34:51";"335500"
"Replay";"2013-01-01 15:42:17";"79500"
"Falaferia";"2013-01-01 15:50:06";"670000"
"CencoSux";"2013-01-01 16:09:04";"579500"
"Falaferia";"2013-01-01 16:14:52";"500000"
"Replay";"2013-01-01 16:15:05";"673000"
"Porahi";"2013-01-01 16:17:29";"485000"
"Replay";"2013-01-01 16:27:33";"327500"
"Falaferia";"2013-01-01 16:31:03";"127000"
"Porahi";"2013-01-01 16:41:23";"95000"
"Porahi";"2013-01-01 17:12:10";"256500"
"CencoSux";"2013-01-01 17:18:37";"684500"
"Porahi";"2013-01-01 17:30:19";"136000"
"Falaferia";"2013-01-01 17:36:39";"152000"
"Porahi";"2013-01-01 17:38:11";"585500"
"Falaferia";"2013-01-01 17:42:26";"17500"
"Falaferia";"2013-01-01 17:43:11";"460000"
"Falaferia";"2013-01-01 17:48:50";"335500"
"Falaferia";"2013-01-01 18:00:50";"693500"
"Falaferia";"2013-01-01 18:02:11";"594500"
"Porahi";"2013-01-01 18:09:40";"421500"
"Falaferia";"2013-01-01 18:16:59";"574000"
"Porahi";"2013-01-01 18:17:39";"344000"
"CencoSux";"2013-01-01 18:24:43";"440000"
"Porahi";"2013-01-01 18:24:57";"726000"
"Falaferia";"2013-01-01 18:28:22";"336000"
"Falaferia";"2013-01-01 18:31:59";"438500"
"Porahi";"2013-01-01 18:35:36";"502000"
"Falaferia";"2013-01-01 18:43:07";"432500"
"Replay";"2013-01-01 18:52:46";"135000"
"Replay";"2013-01-01 19:01:09";"578000"
"Falaferia";"2013-01-01 19:11:20";"61000"
"Replay";"2013-01-01 19:12:34";"700500"
"Falaferia";"2013-01-01 19:13:40";"680000"
"Replay";"2013-01-01 19:13:52";"624500"
"Falaferia";"2013-01-01 19:33:15";"26000"
"Falaferia";"2013-01-01 19:46:54";"102000"
"Replay";"2013-01-01 19:50:03";"637000"
"Falaferia";"2013-01-01 19:51:59";"496500"
"Replay";"2013-01-01 19:52:11";"321500"
"Falaferia";"2013-01-01 19:57:40";"277500"
"Replay";"2013-01-01 20:04:56";"135500"
"Replay";"2013-01-01 20:07:07";"179500"
"Falaferia";"2013-01-01 20:16:20";"304000"
"Replay";"2013-01-01 20:22:31";"741500"
"Porahi";"2013-01-01 20:25:59";"628500"
"Falaferia";"2013-01-01 20:26:15";"99500"
"Falaferia";"2013-01-01 20:32:21";"453500"
"Falaferia";"2013-01-01 20:43:09";"144500"
"CencoSux";"2013-01-01 21:04:36";"387500"
"Replay";"2013-01-01 21:08:34";"37000"
"Porahi";"2013-01-01 21:09:06";"385000"
"Replay";"2013-01-01 21:22:18";"636500"
"Falaferia";"2013-01-01 21:30:16";"6000"
"Replay";"2013-01-01 21:42:10";"677000"
"Falaferia";"2013-01-01 21:42:50";"324500"
"Falaferia";"2013-01-01 21:42:54";"590500"
"Falaferia";"2013-01-01 21:47:30";"332000"
"Porahi";"2013-01-01 21:47:55";"77500"
"Porahi";"2013-01-01 21:49:04";"640000"
"Porahi";"2013-01-01 21:50:50";"439500"
"Replay";"2013-01-01 21:52:58";"466000"
"Replay";"2013-01-01 21:58:18";"92000"
"Falaferia";"2013-01-01 22:00:48";"85000"
"Replay";"2013-01-01 22:04:26";"19500"
"Falaferia";"2013-01-01 22:25:36";"119000"
"Falaferia";"2013-01-01 22:32:07";"273500"
"Replay";"2013-01-01 22:32:15";"490500"
"Porahi";"2013-01-01 22:42:38";"244500"
"Falaferia";"2013-01-01 22:54:05";"728500"
"Falaferia";"2013-01-01 22:58:28";"48500"
"Porahi";"2013-01-01 23:00:24";"334500"
"CencoSux";"2013-01-01 23:01:11";"472500"
"Replay";"2013-01-01 23:08:37";"730500"
"Replay";"2013-01-01 23:12:46";"567000"
"Falaferia";"2013-01-01 23:19:19";"577000"
"CencoSux";"2013-01-01 23:23:12";"672500"
"Falaferia";"2013-01-01 23:33:44";"81500"
"Porahi";"2013-01-01 23:35:51";"211000"
"Falaferia";"2013-01-01 23:41:57";"486000"
"CencoSux";"2013-01-02 00:18:01";"45500"
"Falaferia";"2013-01-02 00:21:04";"615500"
"Porahi";"2013-01-02 00:25:04";"164500"
"Replay";"2013-01-02 00:35:05";"610000"
"CencoSux";"2013-01-02 00:46:47";"293500"
"CencoSux";"2013-01-02 00:48:22";"612000"
"Falaferia";"2013-01-02 00:50:59";"38500"
"Falaferia";"2013-01-02 01:04:08";"223000"
"CencoSux";"2013-01-02 01:05:59";"56500"
"Falaferia";"2013-01-02 01:11:13";"315500"
"Porahi";"2013-01-02 01:12:45";"665000"
"Falaferia";"2013-01-02 01:19:46";"51500"
"Falaferia";"2013-01-02 01:23:25";"362500"
"Falaferia";"2013-01-02 01:24:25";"662000"
"Porahi";"2013-01-02 01:35:46";"642500"
"Falaferia";"2013-01-02 01:42:39";"137500"
"Porahi";"2013-01-02 01:49:59";"149000"
"Falaferia";"2013-01-02 01:51:26";"642500"
"CencoSux";"2013-01-02 02:18:52";"403000"
"Replay";"2013-01-02 02:24:17";"512000"
"Replay";"2013-01-02 02:24:20";"381000"
"CencoSux";"2013-01-02 02:30:06";"245000"
"Replay";"2013-01-02 02:35:32";"458500"
"Porahi";"2013-01-02 02:37:41";"461500"
"Replay";"2013-01-02 02:40:18";"425500"
"CencoSux";"2013-01-02 02:45:14";"366500"
"Porahi";"2013-01-02 02:50:34";"415500"
"Replay";"2013-01-02 03:04:04";"681500"
"Falaferia";"2013-01-02 03:20:13";"588000"
"Falaferia";"2013-01-02 03:23:57";"185000"
"CencoSux";"2013-01-02 03:30:24";"45500"
"Porahi";"2013-01-02 03:31:58";"291000"
"Falaferia";"2013-01-02 03:35:59";"67500"
"Replay";"2013-01-02 03:45:26";"394500"
"Replay";"2013-01-02 03:53:24";"133500"
"Falaferia";"2013-01-02 03:57:36";"84500"
"Porahi";"2013-01-02 04:04:53";"610500"
"Replay";"2013-01-02 04:11:09";"287000"
"Porahi";"2013-01-02 04:20:54";"535000"
"Falaferia";"2013-01-02 04:22:33";"297500"
"Porahi";"2013-01-02 04:25:24";"186000"
"Falaferia";"2013-01-02 04:40:51";"734500"
"Replay";"2013-01-02 04:52:21";"582000"
"Porahi";"2013-01-02 04:53:40";"713000"
"Falaferia";"2013-01-02 05:02:59";"749000"
"Porahi";"2013-01-02 05:07:44";"260500"
"Porahi";"2013-01-02 05:09:56";"481500"
"CencoSux";"2013-01-02 05:12:06";"741000"
"Falaferia";"2013-01-02 05:21:44";"369500"
"CencoSux";"2013-01-02 05:21:53";"382000"
"Porahi";"2013-01-02 05:28:20";"571500"
"Falaferia";"2013-01-02 05:29:06";"319500"
"Falaferia";"2013-01-02 05:37:07";"691500"
"Porahi";"2013-01-02 05:58:42";"563500"
"Porahi";"2013-01-02 06:29:29";"213500"
"Porahi";"2013-01-02 06:36:52";"275500"
"Falaferia";"2013-01-02 06:40:25";"668000"
"Porahi";"2013-01-02 06:50:36";"679500"
"Falaferia";"2013-01-02 07:08:17";"417000"
"Falaferia";"2013-01-02 07:19:23";"173000"
"Replay";"2013-01-02 07:25:12";"152500"
"CencoSux";"2013-01-02 07:26:53";"619500"
"Porahi";"2013-01-02 07:31:35";"216000"
"Replay";"2013-01-02 07:36:35";"629500"
"Replay";"2013-01-02 07:44:04";"471500"
"Porahi";"2013-01-02 07:45:08";"473000"
"Falaferia";"2013-01-02 08:01:32";"12000"
"Replay";"2013-01-02 08:01:51";"251000"
"Replay";"2013-01-02 08:12:41";"332500"
"CencoSux";"2013-01-02 08:21:26";"572500"
"Replay";"2013-01-02 08:27:52";"678500"
"CencoSux";"2013-01-02 08:45:06";"634500"
"Porahi";"2013-01-02 08:51:57";"453500"
"Replay";"2013-01-02 08:54:03";"120500"
"Falaferia";"2013-01-02 09:23:42";"661500"
"Falaferia";"2013-01-02 09:26:00";"14000"
"Porahi";"2013-01-02 09:28:34";"76500"
"Falaferia";"2013-01-02 09:43:36";"643000"
"CencoSux";"2013-01-02 09:46:14";"590500"
"Falaferia";"2013-01-02 10:09:39";"251500"
"Porahi";"2013-01-02 10:13:19";"513500"
"CencoSux";"2013-01-02 10:17:15";"108500"
"Falaferia";"2013-01-02 10:22:58";"224000"
"Falaferia";"2013-01-02 10:34:44";"328000"
"Falaferia";"2013-01-02 10:38:17";"91500"
"CencoSux";"2013-01-02 10:45:42";"600500"
"Porahi";"2013-01-02 10:51:46";"538000"
"Falaferia";"2013-01-02 10:55:37";"363500"
"CencoSux";"2013-01-02 10:55:56";"361000"
"Porahi";"2013-01-02 10:58:15";"455000"
"Falaferia";"2013-01-02 11:06:08";"353000"
"CencoSux";"2013-01-02 11:06:49";"254500"
"Falaferia";"2013-01-02 11:13:22";"209000"
"Porahi";"2013-01-02 11:16:20";"89000"
"Replay";"2013-01-02 11:25:45";"294500"
"Falaferia";"2013-01-02 11:28:03";"434500"
"Replay";"2013-01-02 11:29:46";"9500"
"Falaferia";"2013-01-02 11:36:31";"455500"
"Replay";"2013-01-02 11:55:18";"567000"
"Replay";"2013-01-02 12:02:04";"629000"
"Porahi";"2013-01-02 12:08:36";"369000"
"Falaferia";"2013-01-02 12:12:49";"479000"
"CencoSux";"2013-01-02 12:15:05";"166500"
"Replay";"2013-01-02 12:25:11";"383500"
"Falaferia";"2013-01-02 12:44:40";"342500"
"Porahi";"2013-01-02 12:45:48";"143500"
"CencoSux";"2013-01-02 12:46:33";"429000"
"Falaferia";"2013-01-02 12:48:25";"44500"
"CencoSux";"2013-01-02 12:57:07";"242000"
"Porahi";"2013-01-02 13:04:20";"142000"
"Porahi";"2013-01-02 13:05:38";"620500"
"CencoSux";"2013-01-02 13:29:56";"213000"
"Replay";"2013-01-02 13:41:22";"745500"
"Porahi";"2013-01-02 13:57:15";"194500"
"Porahi";"2013-01-02 14:00:03";"11500"
"Falaferia";"2013-01-02 14:08:03";"142500"
"Replay";"2013-01-02 14:08:09";"680500"
"CencoSux";"2013-01-02 14:23:19";"393000"
"Replay";"2013-01-02 14:30:50";"749000"
"Porahi";"2013-01-02 14:34:07";"571500"
"CencoSux";"2013-01-02 14:47:32";"173000"
"CencoSux";"2013-01-02 15:02:54";"588000"
"Porahi";"2013-01-02 15:13:17";"734500"
"CencoSux";"2013-01-02 15:32:13";"624000"
"CencoSux";"2013-01-02 15:32:25";"310000"
"Porahi";"2013-01-02 15:33:30";"559500"
"Replay";"2013-01-02 15:35:39";"687500"
"Falaferia";"2013-01-02 15:59:04";"407500"
"Porahi";"2013-01-02 16:05:44";"295000"
"CencoSux";"2013-01-02 16:07:07";"587500"
"CencoSux";"2013-01-02 16:11:03";"383500"
"Porahi";"2013-01-02 16:14:34";"336000"
"Falaferia";"2013-01-02 16:16:05";"484000"
"CencoSux";"2013-01-02 16:30:16";"195500"
"Falaferia";"2013-01-02 16:30:23";"687500"
"Replay";"2013-01-02 16:40:26";"450500"
"CencoSux";"2013-01-02 16:41:03";"566000"
"Replay";"2013-01-02 17:10:57";"513000"
"Falaferia";"2013-01-02 17:23:57";"584500"
"CencoSux";"2013-01-02 17:43:16";"547000"
"CencoSux";"2013-01-02 17:46:07";"170000"
"CencoSux";"2013-01-02 17:51:08";"191500"
"Replay";"2013-01-02 18:04:57";"617000"
"Falaferia";"2013-01-02 18:07:03";"115000"
"CencoSux";"2013-01-02 18:07:43";"653000"
"CencoSux";"2013-01-02 18:18:05";"268500"
"Replay";"2013-01-02 18:32:50";"110500"
"Porahi";"2013-01-02 18:43:33";"34500"
"CencoSux";"2013-01-02 18:56:11";"735000"
"Porahi";"2013-01-02 19:05:24";"119000"
"CencoSux";"2013-01-02 19:06:43";"99500"
"Porahi";"2013-01-02 19:37:44";"397000"
"Replay";"2013-01-02 19:49:30";"129000"
"Falaferia";"2013-01-02 19:53:04";"742500"
"Porahi";"2013-01-02 19:59:45";"548500"
"CencoSux";"2013-01-02 20:07:23";"602500"
"CencoSux";"2013-01-02 20:15:58";"297000"
"Porahi";"2013-01-02 20:17:58";"681500"
"CencoSux";"2013-01-02 20:22:45";"154500"
"Porahi";"2013-01-02 20:34:32";"631000"
"Porahi";"2013-01-02 20:36:18";"610000"
"Falaferia";"2013-01-02 20:47:18";"431500"
"Falaferia";"2013-01-02 20:57:44";"355000"
"CencoSux";"2013-01-02 20:58:13";"373500"
"CencoSux";"2013-01-02 21:08:08";"150500"
"Falaferia";"2013-01-02 21:14:16";"675000"
"CencoSux";"2013-01-02 21:15:27";"635500"
"Porahi";"2013-01-02 21:24:38";"547000"
"Falaferia";"2013-01-02 21:27:07";"187000"
"Replay";"2013-01-02 21:33:56";"748000"
"Porahi";"2013-01-02 21:38:46";"236500"
"Falaferia";"2013-01-02 21:45:26";"661000"
"Porahi";"2013-01-02 22:07:15";"713500"
"CencoSux";"2013-01-02 22:08:16";"71000"
"Porahi";"2013-01-02 22:22:26";"434000"
"Porahi";"2013-01-02 22:29:34";"547500"
"Falaferia";"2013-01-02 22:36:25";"704000"
"Replay";"2013-01-02 22:43:03";"733000"
"Replay";"2013-01-02 22:46:27";"149000"
"CencoSux";"2013-01-02 22:47:30";"518500"
"Falaferia";"2013-01-02 22:48:44";"278000"
"CencoSux";"2013-01-02 22:49:42";"295500"
"Porahi";"2013-01-02 22:51:01";"671500"
"Falaferia";"2013-01-02 22:54:45";"32500"
"CencoSux";"2013-01-02 23:00:51";"552500"
"CencoSux";"2013-01-02 23:05:03";"558500"
"Replay";"2013-01-02 23:07:56";"10000"
"CencoSux";"2013-01-02 23:14:32";"284000"
"Replay";"2013-01-02 23:16:02";"160000"
"Falaferia";"2013-01-02 23:20:05";"271000"
"Porahi";"2013-01-02 23:38:19";"302500"
"Porahi";"2013-01-02 23:41:07";"392000"
"Falaferia";"2013-01-02 23:48:41";"22000"
"CencoSux";"2013-01-02 23:50:48";"391500"
"Porahi";"2013-01-03 00:02:18";"744500"
"Porahi";"2013-01-03 00:04:00";"551500"
"Replay";"2013-01-03 00:07:39";"406500"
"Replay";"2013-01-03 00:11:27";"159500"
"Falaferia";"2013-01-03 00:13:18";"594000"
"Replay";"2013-01-03 00:22:16";"282500"
"Replay";"2013-01-03 00:27:21";"643000"
"Falaferia";"2013-01-03 00:47:34";"360500"
"Replay";"2013-01-03 01:03:59";"385000"
"Replay";"2013-01-03 01:04:14";"195500"
"Falaferia";"2013-01-03 01:35:51";"6000"
"Porahi";"2013-01-03 01:44:14";"323000"
"Porahi";"2013-01-03 01:48:48";"325000"
"Falaferia";"2013-01-03 01:51:30";"439000"
"Porahi";"2013-01-03 02:03:10";"90500"
"Porahi";"2013-01-03 02:05:55";"59500"
"Falaferia";"2013-01-03 02:32:44";"556500"
"Falaferia";"2013-01-03 02:40:16";"430000"
"Porahi";"2013-01-03 02:43:40";"239500"
"Porahi";"2013-01-03 02:52:40";"601500"
"Falaferia";"2013-01-03 03:02:07";"162500"
"Porahi";"2013-01-03 03:06:09";"501500"
"Replay";"2013-01-03 03:13:51";"682000"
"CencoSux";"2013-01-03 03:19:30";"619500"
"CencoSux";"2013-01-03 03:22:12";"164000"
"Falaferia";"2013-01-03 03:24:01";"594500"
"Porahi";"2013-01-03 03:52:17";"506500"
"CencoSux";"2013-01-03 03:52:56";"680000"
"Porahi";"2013-01-03 04:02:20";"457000"
"Falaferia";"2013-01-03 04:14:55";"454500"
"Porahi";"2013-01-03 04:31:29";"665500"
"Falaferia";"2013-01-03 04:34:33";"309000"
"Falaferia";"2013-01-03 04:44:46";"692500"
"Falaferia";"2013-01-03 04:46:51";"445000"
"CencoSux";"2013-01-03 04:51:52";"744000"
"Porahi";"2013-01-03 04:55:49";"288500"
"Porahi";"2013-01-03 05:05:15";"82500"
"Falaferia";"2013-01-03 05:06:37";"191000"
"Falaferia";"2013-01-03 05:12:42";"304500"
"Porahi";"2013-01-03 05:13:08";"62000"
"Replay";"2013-01-03 05:20:50";"257000"
"Porahi";"2013-01-03 05:21:16";"26000"
"Porahi";"2013-01-03 05:25:50";"158500"
"CencoSux";"2013-01-03 05:45:43";"104000"
"Porahi";"2013-01-03 05:50:52";"217500"
"Falaferia";"2013-01-03 05:51:28";"135500"
"Replay";"2013-01-03 06:25:35";"126500"
"Porahi";"2013-01-03 06:30:40";"396500"
"Falaferia";"2013-01-03 06:48:02";"400000"
"Porahi";"2013-01-03 06:49:15";"515500"
"Replay";"2013-01-03 07:20:04";"649000"
"Falaferia";"2013-01-03 07:22:06";"338500"
"Porahi";"2013-01-03 07:30:56";"476500"
"Porahi";"2013-01-03 07:39:02";"608000"
"Porahi";"2013-01-03 07:42:39";"147000"
"Falaferia";"2013-01-03 07:44:28";"338000"
"Falaferia";"2013-01-03 07:49:26";"167500"
"Falaferia";"2013-01-03 07:53:14";"549500"
"Falaferia";"2013-01-03 08:00:38";"439500"
"Falaferia";"2013-01-03 08:01:32";"284500"
"Falaferia";"2013-01-03 08:04:49";"663000"
"CencoSux";"2013-01-03 08:11:56";"563500"
"Porahi";"2013-01-03 08:24:42";"115000"
"Replay";"2013-01-03 08:45:08";"553500"
"Porahi";"2013-01-03 08:46:25";"201000"
"Falaferia";"2013-01-03 09:31:05";"654500"
"Falaferia";"2013-01-03 09:37:54";"107000"
"Porahi";"2013-01-03 09:38:07";"169000"
"Falaferia";"2013-01-03 09:43:14";"177500"
"Falaferia";"2013-01-03 09:49:05";"342000"
"Porahi";"2013-01-03 09:53:25";"678000"
"Porahi";"2013-01-03 09:56:21";"120000"
"Falaferia";"2013-01-03 09:57:23";"220000"
"Falaferia";"2013-01-03 09:58:49";"365000"
"CencoSux";"2013-01-03 10:02:59";"186500"
"Falaferia";"2013-01-03 10:03:21";"209500"
"Porahi";"2013-01-03 10:18:59";"554000"
"Porahi";"2013-01-03 10:20:39";"424500"
"Falaferia";"2013-01-03 10:34:12";"322000"
"CencoSux";"2013-01-03 10:39:59";"331000"
"CencoSux";"2013-01-03 10:48:37";"255500"
"Porahi";"2013-01-03 10:58:27";"50000"
"Falaferia";"2013-01-03 11:11:44";"97000"
"Porahi";"2013-01-03 11:18:03";"460000"
"Falaferia";"2013-01-03 11:19:59";"241000"
"Porahi";"2013-01-03 11:42:55";"293500"
"Falaferia";"2013-01-03 11:52:49";"626000"
"Falaferia";"2013-01-03 12:02:57";"200000"
"CencoSux";"2013-01-03 12:06:01";"77500"
"Porahi";"2013-01-03 12:10:44";"714500"
"Falaferia";"2013-01-03 12:11:19";"121500"
"Replay";"2013-01-03 12:33:09";"443000"
"Porahi";"2013-01-03 12:36:53";"569000"
"Falaferia";"2013-01-03 12:38:01";"562500"
"Falaferia";"2013-01-03 12:41:09";"594000"
"CencoSux";"2013-01-03 12:43:34";"168500"
"Replay";"2013-01-03 12:46:01";"436000"
"Falaferia";"2013-01-03 12:55:35";"350500"
"CencoSux";"2013-01-03 13:03:06";"36500"
"CencoSux";"2013-01-03 13:09:30";"203500"
"Falaferia";"2013-01-03 13:11:20";"116000"
"Porahi";"2013-01-03 13:14:51";"595500"
"Porahi";"2013-01-03 13:22:49";"34000"
"Porahi";"2013-01-03 13:27:40";"158500"
"Porahi";"2013-01-03 13:35:05";"255000"
"Porahi";"2013-01-03 13:48:41";"240500"
"Porahi";"2013-01-03 13:49:07";"570000"
"Porahi";"2013-01-03 14:01:33";"271000"
"Replay";"2013-01-03 14:02:07";"209000"
"CencoSux";"2013-01-03 14:06:39";"670000"
"CencoSux";"2013-01-03 14:09:47";"264000"
"Porahi";"2013-01-03 14:28:57";"227000"
"Replay";"2013-01-03 14:29:19";"27500"
"Replay";"2013-01-03 14:34:19";"321500"
"CencoSux";"2013-01-03 14:38:44";"734500"
"Falaferia";"2013-01-03 14:48:53";"749500"
"CencoSux";"2013-01-03 14:55:37";"304000"
"Replay";"2013-01-03 15:07:20";"83500"
"Falaferia";"2013-01-03 15:11:42";"522500"
"Falaferia";"2013-01-03 15:24:49";"153000"
"Falaferia";"2013-01-03 15:43:59";"337000"
"Falaferia";"2013-01-03 15:47:18";"616500"
"Replay";"2013-01-03 16:12:29";"209000"
"Replay";"2013-01-03 16:23:00";"591500"
"Porahi";"2013-01-03 16:29:18";"352000"
"Porahi";"2013-01-03 16:53:14";"374500"
"Porahi";"2013-01-03 16:54:16";"112000"
"Falaferia";"2013-01-03 16:55:41";"464500"
"Porahi";"2013-01-03 17:00:38";"79000"
"Falaferia";"2013-01-03 17:29:19";"579500"
"Falaferia";"2013-01-03 18:06:47";"331500"
"Falaferia";"2013-01-03 18:10:19";"550000"
"CencoSux";"2013-01-03 18:16:44";"352000"
